Darija_Arabe,Arabizi,Arabe_Standard,Anglais
تجريبي,tjribi,تجريبي,empirical
تجريبي,tajribi,تجريبي,empirical
تجريبي,tejribi,تجريبي,empirical
صعيب,s3ib,قاسٍ,harsh
قاسح,9as7,قاسٍ,harsh
قاسح,9aseh,قاسٍ,harsh
قاسح,9asah,قاسٍ,harsh
متعاطف,mt3aatf,متعاطف,sympathetic
متعاطف,mt3atef,متعاطف,sympathetic
متعاطف,met3atef,متعاطف,sympathetic
متعاطف,mat3atef,متعاطف,sympathetic
ستعماري,sti3mari,استعماري,colonial
خبيت,khbit,خبيث,evil
خبيت,khabit,خبيث,evil
خبيت,5bit,خبيث,evil
شرّير,chirrir,شرّير,evil
شرّير,cherrir,شرّير,evil
بحري,b7ri,بحري,naval
بحري,be7ri,بحري,naval
بحري,ba7ri,بحري,naval
ملائم,mlaa2em,ملائم,favorable
ملائم,mla2m,ملائم,favorable
ملائم,mola2em,ملائم,favorable
وسط,wst,وسط,mid
وسط,west,وسط,mid
وسط,wast,وسط,mid
غايب,ghayb,غائب,absent
غايب,ghayeb,غائب,absent
واسع,was3,واسع,vague
واسع,waas3,واسع,vague
واسع,wase3,واسع,vague
عرقي,3ir9i,عرقي,racial
عرقي,3er9i,عرقي,racial
تمتيلي,tmtiili,تمتيلي,representative
تمتيلي,tmtili,تمتيلي,representative
تمتيلي,temtiili,تمتيلي,representative
باهت,ba8t,باهت,faint
باهت,ba8et,باهت,faint
حيوي,7ayawi,حيوي,lively
ساحلي,saa7ili,ساحلي,coastal
ساحلي,sa7ili,ساحلي,coastal
متحمّس,mt7mmes,متحمّس,enthusiastic
متحمّس,met7emmes,متحمّس,enthusiastic
متحمّس,met7ammes,متحمّس,enthusiastic
متحمّس,met7ammas,متحمّس,enthusiastic
متحمّس,met7amas,متحمّس,enthusiastic
فمينيست,feminist,فمينيست,feminist
صلب,Solb,صلب,rigid
صلب,Salb,صلب,rigid
عميق,3amiq,عميق,profound
عميق,3ami9,عميق,profound
هائل,8aa2il,هائل,immense
هائل,8a2il,هائل,immense
نسبي,nisbi,نسبي,comparative
غريب,gharib,غريب,peculiar
مفيد,mofid,مفيد,beneficial
مفيد,moufid,مفيد,beneficial
متنقل,motan99il,متنقل,mobile
متنقل,motana9il,متنقل,mobile
منتج,montij,منتج,productive
سطحي,st7i,سطحي,shallow
سطحي,sat7i,سطحي,shallow
حريص,7ariis,حريص,eager
حريص,7aris,حريص,eager
رمزي,remzi,رمزي,symbolic
رمزي,ramzi,رمزي,symbolic
معتادل,m3tadl,معتدل,moderate
معتادل,mo3tadel,معتدل,moderate
قاتل,9aatil,قاتل,fatal
قاتل,9atil,قاتل,fatal
مجموع,mjmou3,مجموع,compact
مجموع,majmou3,مجموع,compact
مربح,morbi7,مربح,profitable
منافس,monafis,منافس,rival
جزيئي,jozay2i,جزيئي,molecular
إداري,idaari,إداري,managerial
إداري,idari,إداري,managerial
الداخلي,ddakhili,الداخلي,interior
الداخلي,eda5ili,الداخلي,interior
خطّي,khtti,خطّي,linear
خطّي,5atti,خطّي,linear
خطّي,5etti,خطّي,linear
ماكافيش,makafich,غير كاف,insufficient
مؤهّل,mo288al,مؤهّل,eligible
مؤهّل,mo2a8al,مؤهّل,eligible
معنفج,m3nfj,غير مريح,uncomfortable
معنفج,m3anfj,غير مريح,uncomfortable
معنفج,m3enfj,غير مريح,uncomfortable
ماموريحش,mamori7ch,غير مريح,uncomfortable
مخلص,mokhlis,مخلص,loyal
مخلص,mo5lis,مخلص,loyal
مرتقب,morta9ab,مرتقب,prospective
تلواليدين,tlwalidin,والدي,parental
تلواليدين,talwalidin,والدي,parental
مالي,maali,مالي,fiscal
مالي,mali,مالي,fiscal
تلفلوس,tlflous,مالي,fiscal
خاوي,khawi,فارغ,blank
خاوي,5awi,فارغ,blank
قاسي,9aasi,قاسي,cruel
وحشي,w7chi,وحشي,cruel
وحشي,we7chi,وحشي,cruel
متنوّع,mtnww3,متنوّع,diverse
متنوّع,mtnowwe3,متنوّع,diverse
نبيل,nabil,نبيل,noble
متغيّر,motaghyyir,متغيّر,variable
متأصّل,mt2assel,متأصّل,inherent
متأصّل,mt2ssal,متأصّل,inherent
متأصّل,mat2ssal,متأصّل,inherent
متأصّل,met2ssal,متأصّل,inherent
خام,kham,خام,crude
خام,5am,خام,crude
مشبوه,mchbou8,مشبوه,suspicious
مشبوه,mchbo8,مشبوه,suspicious
مشبوه,machbou8,مشبوه,suspicious
مشبوه,machbo8,مشبوه,suspicious
مشبوه,mechbouh,مشبوه,suspicious
مشبوه,mechboh,مشبوه,suspicious
نتقائي,nti9a2i,انتقائي,selective
نتقائي,nti9aa2i,انتقائي,selective
مفصّل,mfssl,مفصّل,elaborate
مفصّل,mfassel,مفصّل,elaborate
متوسّط,mtwsset,متوسّط,intermediate
متوسّط,mtwesset,متوسّط,intermediate
متوسّط,matwsset,متوسّط,intermediate
متوسّط,metwasset,متوسّط,intermediate
غامض,ghaamid,غامض,mysterious
غامض,ghamid,غامض,mysterious
فلسفي,flsafi,فلسفي,philosophical
فلسفي,falsafi,فلسفي,philosophical
فلسفي,felsafi,فلسفي,philosophical
متعمّد,mt3mmed,متعمّد,deliberate
متعمّد,mat3ammed,متعمّد,deliberate
حنون,7anoun,حنون,tender
محضوض,m7doud,محظوظ,fortunate
محضوض,m7dod,محظوظ,fortunate
محضوض,ma7doud,محظوظ,fortunate
محضوض,ma7dod,محظوظ,fortunate
محضوض,mahdoud,محظوظ,fortunate
محضوض,mahdod,محظوظ,fortunate
محمي,m7mi,محمي,protective
محمي,ma7mi,محمي,protective
محمي,me7mi,محمي,protective
محمي,mahmi,محمي,protective
مقدّس,mo9ddas,مقدّس,sacred
مقدّس,mo9addes,مقدّس,sacred
سائل,sa2il,سائل,liquid
سائل,saa2il,سائل,liquid
شمسي,chmsi,شمسي,solar
شمسي,chmsy,شمسي,solar
شمسي,chemsi,شمسي,solar
شمسي,chamsi,شمسي,solar
ماموفريحش,mamofri7ch,غير مفرح,unpleasant
رياضياتي,ryadyati,رياضياتي,mathematical
رياضياتي,ryadyaati,رياضياتي,mathematical
دفاعي,difaa3i,دفاعي,defensive
دفاعي,difa3i,دفاعي,defensive
معماري,mi3maari,معماري,architectural
معماري,mi3mari,معماري,architectural
غير مناسب,ghayr monaasib,غير مناسب,inappropriate
غير مناسب,ghayr monasib,غير مناسب,inappropriate
يدوي,yadawi,يدوي,manual
دائري,da2iri,دائري,circular
دائري,daa2iri,دائري,circular
مصرّ,mosirr,مصرّ,persistent
مصرّ,mossir,مصرّ,persistent
متابر,motaabir,مثابر,persistent
متابر,motabir,مثابر,persistent
إلهي,ilaahi,إلهي,divine
إلهي,ilaa8i,إلهي,divine
إلهي,ilahi,إلهي,divine
مكاني,makaani,مكاني,spatial
مكاني,makani,مكاني,spatial
مامقبولش,mam9bolch,غير مقبول,unacceptable
مامقبولش,mam9boulch,غير مقبول,unacceptable
مامقبولش,mame9bolch,غير مقبول,unacceptable
مامقبولش,mame9boulch,غير مقبول,unacceptable
مسموم,msmoum,مسموم,toxic
مسموم,mesmoum,مسموم,toxic
مسموم,masmoum,مسموم,toxic
مؤهّل,mo288al,مؤهّل,competent
مؤهّل,mo2a8al,مؤهّل,competent
مؤهّل,mo2ahal,مؤهّل,competent
متكامل,mtkaml,متكامل,integral
متكامل,mtkaaml,متكامل,integral
متكامل,metkamel,متكامل,integral
متكامل,matkaamal,متكامل,integral
مامقيوسش,mam9yousch,سليم,intact
مامقيوسش,mam9yosch,سليم,intact
مامقيوسش,mama9yousch,سليم,intact
مامقيوسش,mama9yosch,سليم,intact
مختار,mkhtar,مختار,selected
مختار,mokhtar,مختار,selected
مختار,mo5tar,مختار,selected
معاود,m3awd,مكرر,redundant
معاود,m3awed,مكرر,redundant
زايد,zayd,زايد,redundant
زايد,zayed,زايد,redundant
زاعم,za3m,زاعم,bold
زاعم,za3em,زاعم,bold
هاوي,8aawi,هاوي,amateur
هاوي,8awi,هاوي,amateur
ڭدّامي,gddami,إلى الأمام,forward
ڭدّامي,gddaami,إلى الأمام,forward
قدّامي,9ddami,إلى الأمام,forward
قدّامي,9ddaami,إلى الأمام,forward
ڭدّامي,goddami,إلى الأمام,forward
ڭدّامي,goddaami,إلى الأمام,forward
قدّامي,9oddami,إلى الأمام,forward
قدّامي,9oddaami,إلى الأمام,forward
ڭدّامي,godami,إلى الأمام,forward
ڭدّامي,9odami,إلى الأمام,forward
ماباينش,mabaynch,ماباينش,invisible
ماباينش,mabayench,ماباينش,invisible
ماباينش,mabayanch,ماباينش,invisible
إدراكي,idraaki,إدراكي,cognitive
إدراكي,idraki,إدراكي,cognitive
مأساوي,m2sawi,مأساوي,tragic
مأساوي,m2saawi,مأساوي,tragic
مأساوي,ma2sawi,مأساوي,tragic
مأساوي,ma2saawi,مأساوي,tragic
مأساوي,me2sawi,مأساوي,tragic
مأساوي,me2saawi,مأساوي,tragic
مفجع,mofji3,مفجع,tragic
تنضيمي,tndimi,تنظيمي,regulatory
تنضيمي,tandimi,تنظيمي,regulatory
تنضيمي,tendimi,تنظيمي,regulatory
تنضيمي,tandiimi,تنظيمي,regulatory
تنضيمي,tendiimi,تنظيمي,regulatory
تنضيمي,tndiimi,تنظيمي,regulatory
حاسم,7aasim,حاسم,decisive
حاسم,7asim,حاسم,decisive
حاسم,7assim,حاسم,decisive
حاسم,hasim,حاسم,decisive
إقليمي,i9limi,إقليمي,territorial
منطقي,mnta9i,منطقي,territorial
منطقي,manti9i,منطقي,territorial
منطقي,menti9i,منطقي,territorial
فايق,fay9,مستيقظ,awake
فايق,faye9,مستيقظ,awake
فايق,faya9,مستيقظ,awake
داخلي,daakhili,داخلي,inland
داخلي,da5ili,داخلي,inland
محتمل,mo7tamal,محتمل,probable
عكسي,3ksi,عكسي,adverse
عكسي,3eksi,عكسي,adverse
عكسي,3aksi,عكسي,adverse
محترم,mo7taram,محترم,respectable
ساكن,sakn,مقيم,resident
ساكن,saakn,مقيم,resident
ساكن,saken,مقيم,resident
ساكن,saakan,مقيم,resident
مقيم,mo9iim,مقيم,resident
مقيم,mo9im,مقيم,resident
مقيم,moqim,مقيم,resident
مدني,madani,مدني,civilian
أُرتودوكسي,ortodoxi,متعصّب,orthodox
متعصّب,mt3ssb,متعصّب,orthodox
متعصّب,mat3assb,متعصّب,orthodox
متعصّب,met3asseb,متعصّب,orthodox
تابت,tabt,ثابت,static
تابت,taabt,ثابت,static
تابت,tabet,ثابت,static
تابت,tabat,ثابت,static
واڭف,wagf,ثابت,static
واڭف,wagaf,ثابت,static
متوافق,mtwaf9,متوافق,compatible
متوافق,mtwaaf9,متوافق,compatible
متوافق,metwafe9,متوافق,compatible
متوافق,matwafa9,متوافق,compatible
سببي,sababi,سببي,causal
ضمني,Dimni,ضمني,implicit
مامفروشّ,mamfrouchch,ضمني,implicit
قديم,9diim,قديم,old-fashioned
جمالي,jamaali,جمالي,aesthetic
جمالي,jamali,جمالي,aesthetic
مبوڭس,mbogs,جمالي,aesthetic
مجموع,mjmo3,مجموع,aggregate
مجموع,mjmou3,مجموع,aggregate
مجموع,majmo3,مجموع,aggregate
مجموع,majmou3,مجموع,aggregate
مجموع,mejmo3,مجموع,aggregate
مجموع,mejmou3,مجموع,aggregate
رقيق,r9i9,رقيق,slim
طويل,twil,طويل,lengthy
مزداوج,mozdawij,مزدوج,dual
ماشي موضوعي,machi mawdoo3i,ذاتي,subjective
ماشي موضوعي,machi mawdo3i,ذاتي,subjective
رائع,ra2i3,رائع,fantastic
مافراسوش,mafrasoch,غير مدرك,unaware
مافراسوش,mafrasouch,غير مدرك,unaware
ماواعيش,mawa3ich,ماواعيش,unconscious
أخلاقي,akhla9i,أخلاقي,ethical
أخلاقي,akhlaa9i,أخلاقي,ethical
أخلاقي,a5la9i,أخلاقي,ethical
أخلاقي,a5laa9i,أخلاقي,ethical
مستيلي,mstili,متأنق,fashionable
مستيلي,mstyli,متأنق,fashionable
مستيلي,mestili,متأنق,fashionable
مستيلي,mastyli,متأنق,fashionable
مجهول,mjhoul,مجهول,anonymous
مجهول,mj8oul,مجهول,anonymous
مجهول,mj8ol,مجهول,anonymous
مجهول,majhoul,مجهول,anonymous
مجهول,mej8oul,مجهول,anonymous
مجهول,maj8ol,مجهول,anonymous
فشكل,fchkel,غريب,exotic
فشكل,fechkel,غريب,exotic
غريب,gharib,غريب,exotic
مراهق,moraa8i9,مراهق,teenage
مراهق,mora8i9,مراهق,teenage
مراهق,morahi9,مراهق,teenage
مراهق,morahiq,مراهق,teenage
غالي,ghali,غالي,costly
كارتي,kaariti,كارثي,disastrous
كارتي,kariti,كارتي,disastrous
مستاقلّ,msta9ll,مستقلّ,autonomous
مستاقلّ,msta9ell,مستاقلّ,autonomous
مستاقلّ,mesta9ll,مستقلّ,autonomous
مستاقلّ,mosta9el,مستاقلّ,autonomous
أوتوماتيك,automatic,أوتوماتيك,autonomous
أوتوماتيك,otomatik,أوتوماتيك,autonomous
رادّ لبال,radd lbal,حذر,cautious
ديال الذرة,dyal ddarra,ذري,atomic
ديال الذرة,dyal dara,ذري,atomic
سرّي,sirri,سرّي,confidential
سرّي,siri,سرّي,confidential
حمق,7m9,أحمق,foolish
حمق,7me9,أحمق,foolish
ملوّن,mlwwen,ملوّن,colorful
ملوّن,mlwwn,ملوّن,colorful
ملوّن,mlawwen,ملوّن,colorful
ملوّن,mlawen,ملوّن,colorful
بنين,bnin,لذيذ,delicious
عميق,3ami9,عميق,thorough
مغرم,moghram,مغرم,fond
جديد,jdid,جديد,novel
منتاضم,mntadm,منتظم,uniform
منتاضم,mentadem,منتظم,uniform
متناسق,mtnas9,متناسق,coherent
متناسق,mtnase9,متناسق,coherent
متناسق,metnas9,متناسق,coherent
متناسق,matnase9,متناسق,coherent
مجيد,majiid,مجيد,glorious
مجيد,majid,مجيد,glorious
نفسي,nfsi,نفسي,psychiatric
نفسي,nefsi,نفسي,psychiatric
معجمي,mo3jami,معجمي,lexical
تطوّري,tatawwori,تطوّري,evolutionary
تطوّري,ttawwori,تطوّري,evolutionary
تطوّري,ttawori,تطوّري,evolutionary
تطوّري,tatawori,تطوّري,evolutionary
كايربّي,kayrbbi,تأديبي,disciplinary
كايربّي,kayrabbi,تأديبي,disciplinary
كايربّي,kayrebbi,تأديبي,disciplinary
تأديبي,t2dibi,تأديبي,disciplinary
عتباطيا,3tibaatyan,اعتباطيا,arbitrary
كايفرّح,kayfrre7,مفرح,delightful
كايفرّح,kayfrr7,مفرح,delightful
كايفرّح,kayfarra7,مفرح,delightful
كايفرّح,kayfara7,مفرح,delightful
متشرّد,mtchrred,متشرّد,homeless
متشرّد,metcherred,متشرّد,homeless
متشرّد,matchared,متشرّد,homeless
شمكار,chmkar,متشرّد,homeless
شمكار,chemkar,متشرّد,homeless
شمكار,chamkar,متشرّد,homeless
غريب,gharib,غريب,weird
غريب,ghariib,غريب,weird
فائض,fa2iD,فائض,excess
زيادة,zyada,زيادة,excess
حميمي,7amimi,حميمي,intimate
حميمي,7amiimi,حميمي,intimate
هائل,8a2il,هائل,formidable
هائل,ha2il,هائل,formidable
تدريجي,tdriji,تدريجي,gradual
تدريجي,tdriiji,تدريجي,gradual
تدريجي,tedriiji,تدريجي,gradual
فلخارج,flkharj,فلخارج,outdoor
مهني,mi8ani,مهني,vocational
تلخدمة,tlkhdma,مهني,vocational
مهني,mihani,مهني,vocational
تلخدمة,tel5adma,مهني,vocational
عالمي,3aalami,عالمي,worldwide
عالمي,3alami,عالمي,worldwide
حشمان,7chman,حشمان,ashamed
حشمان,7achman,حشمان,ashamed
تنضيمي,tndimi,تنظيمي,organizational
تنضيمي,tandimi,تنظيمي,organizational
تنضيمي,tendimi,تنظيمي,organizational
خبيت,khbit,خبيث,wicked
خبيت,5abit,خبيث,wicked
تخيّلي,takhayyoli,تخيّلي,imaginative
تخيّلي,ta5ayoli,تخيّلي,imaginative
عجيب,3ajib,عجيب,bizarre
عجيب,3ajiib,عجيب,bizarre
نهائي,ni8a2i,نهائي,eventual
نهائي,ni8aa2i,نهائي,eventual
نهائي,niha2i,نهائي,eventual
مرتاجل,mrtajl,عفوي,spontaneous
مرتاجل,mertajel,عفوي,spontaneous
ماكايتصنّعش,makaytsnne3ch,عفوي,spontaneous
ماكايتصنّعش,makaytsanne3ch,عفوي,spontaneous
وزاري,wizari,وزاري,ministerial
وزاري,wizaari,وزاري,ministerial
مبتكر,mobtakar,مبتكر,innovative
مفاهيمي,mafaa8iimi,مفاهيمي,conceptual
مفاهيمي,mafahimi,مفاهيمي,conceptual
مدني,madani,مدني,civic
حيّ,7eyy,حيّ,vivid
حيّ,7ey,حيّ,vivid
حيّ,hay,حيّ,vivid
ت النحو,tnna7w, النحو,grammatical
ت النحو,enna7w, النحو,grammatical
مخلص,mokhlis,مخلص,faithful
مخلص,mo5lis,مخلص,faithful
متوسّط,mtwsset,متوسّط,medium
متوسّط,mtwesset,متوسّط,medium
متوسّط,metwesset,متوسّط,medium
متوسّط,motawssit,متوسّط,medium
تكميلي,tkmili,تكميلي,supplementary
تكميلي,tkmiili,تكميلي,supplementary
تكميلي,tekmili,تكميلي,supplementary
تكميلي,takmiili,تكميلي,supplementary
جيولوجي,jyoloji,جيولوجي,geological
جيولوجي,jyolouji,جيولوجي,geological
بنّاء,bnnaa2,بنّاء,constructive
بنّاء,bnna2,بنّاء,constructive
بنّاء,bena2,بنّاء,constructive
كايبني,kaybni,بنّاء,constructive
كايبني,kayebni,بنّاء,constructive
غير منطقي,ghayr mnti9i,غير منطقي,unreasonable
غير منطقي,ghayr manti9i,غير منطقي,unreasonable
غير منطقي,ghayr mntiqi,غير منطقي,unreasonable
غير منطقي,ghayr mantiqi,غير منطقي,unreasonable
ضروري,darori,ضروري,mandatory
ضروري,darouri,ضروري,mandatory
مشمّش,mchmmech,مشمس,sunny
مشمّش,mchemech,مشمس,sunny
تعاوني,ta3aawoni,تعاوني,co-operative
تعاوني,ta3awoni,تعاوني,co-operative
سلوكي,solouki,سلوكي,behavioral
سلوكي,soloki,سلوكي,behavioral
ماباغيش,mabaghich,غير راغب,unwilling
صحيح,S7i7,صحيح,vigorous
ختياري,khtiyari,اختياري,optional
ختياري,khtiari,اختياري,optional
أصلي,asli,أصلي,indigenous
ماناجحش,manaje7ch,غير ناجح,unsuccessful
مامأدّبش,mam2ddebch,وقح,rude
مامأدّبش,mam2eddebch,وقح,rude
مامربّيش,mamrbbich,وقح,rude
مامربّيش,mamrebbich,وقح,rude
مامأدّبش,mam2debch,وقح,rude
مامأدّبش,mam2edebch,وقح,rude
مامربّيش,mamrbich,وقح,rude
مامربّيش,mamrebich,وقح,rude
بورجوازي,borjwazi,بورجوازي,bourgeois
بورجوازي,bourjwazi,بورجوازي,bourgeois
علماني,3ilmani,علماني,secular
ممتع,momti3,ممتع,enjoyable
مؤقّت,mo299at,مؤقّت,provisional
مؤقّت,mow99at,مؤقّت,provisional
مؤقّت,mo2a9at,مؤقّت,provisional
مؤقّت,mowa9at,مؤقّت,provisional
مساهم,mosaa8im,مساهم,instrumental
مساهم,mosa8im,مساهم,instrumental
مساهم,mosaahim,مساهم,instrumental
أخير,akhir,أخير,terminal
أخير,a5ir,أخير,terminal
أخير,a5iir,أخير,terminal
أخير,akhiir,أخير,terminal
نهائي,ni8aa2i,نهائي,terminal
نهائي,ni8a2i,نهائي,terminal
نهائي,niha2i,نهائي,terminal
عملي,3amali,عملي,handy
مكتّف,mokttaf,مكثّف,dense
مكتّف,mokattaf,مكثّف,dense
مكتّف,mokettaf,مكثّف,dense
فوتوغرافي,fotoghrafi,فوتوغرافي,photographic
ت البلدية,tlbaladia,بلدي,municipal
متحمّس,mt7mmes,متحمّس,passionate
متحمّس,mt7mms,متحمّس,passionate
متحمّس,mt7emmes,متحمّس,passionate
متحمّس,mat7ames,متحمّس,passionate
متحمّس,met7ames,متحمّس,passionate
محدود,m7doud,محدود,restrictive
محدود,ma7doud,محدود,restrictive
وحيد,wa7id,وحيد,lone
داخلي,daakhili,داخلي,indoor
داخلي,da5ili,داخلي,indoor
متوتّر,mtwetter,متوتّر,tense
متوتّر,mtwtter,متوتّر,tense
متوتّر,mtwttr,متوتّر,tense
متوتّر,matweter,متوتّر,tense
بلكونطرا,blcontra,تعاقدي,contractual
بلكونطرا,belcontra,تعاقدي,contractual
تعاقدي,ta3aa9odi,تعاقدي,contractual
تعاقدي,ta3aqodi,تعاقدي,contractual
فتراضي,ftiradi,افتراضي,virtual
فتراضي,ftiraadi,افتراضي,virtual
خطير,khatir,خطير,grave
خطير,5atir,خطير,grave
أتري,atari,أثري,archaeological
باين,bayn,بديهي,trivial
باين,bayen,بديهي,trivial
كايهزّ,kay8ezz,كايهزّ,portable
كايهزّ,kay8ez,كايهزّ,portable
كايهزّ,kayhez,كايهزّ,portable
تفاعلي,tafaa3oli,تفاعلي,interactive
تفاعلي,tafa3oli,تفاعلي,interactive
وحشي,w7chi,وحشي,vicious
وحشي,we7chi,وحشي,vicious
وحشي,wa7chi,وحشي,vicious
شكلي,chkli,شكلي,nominal
شكلي,chekli,شكلي,nominal
شكلي,chakli,شكلي,nominal
ماكاتّنساش,makattnsach,لا يُنسى,memorable
ماكايتّنساش,makayattnsach,لا يُنسى,memorable
ماكايتّنساش,makayatensach,لا يُنسى,memorable
كائب,ka2ib,كئيب,bleak
تحتاني,t7tani,تحتاني,inferior
تحتاني,ta7tani,تحتاني,inferior
تحتاني,tahtani,تحتاني,inferior
تلمصارن,tlmsaren,معوي,intestinal
مكمّل,mokmmil,مكمّل,complementary
مكمّل,mokamil,مكمّل,complementary
موهوب,mo8oub,موهوب,talented
موهوب,mohoub,موهوب,talented
موهوب,mow8ob,موهوب,talented
موهوب,mowhoub,موهوب,talented
موهوب,mow8oub,موهوب,talented
موهوب,mowhob,موهوب,talented
أبدي,abadi,أبدي,eternal
جسدي,jasadi,جسدي,bodily
سحري,si7ri,سحري,magical
مفهوم,mf8oum,مفهوم,understandable
مفهوم,mfhoum,مفهوم,understandable
مفهوم,mfhom,مفهوم,understandable
مفهوم,mf8om,مفهوم,understandable
مفهوم,maf8oum,مفهوم,understandable
مفهوم,mafhoum,مفهوم,understandable
مفهوم,mefhom,مفهوم,understandable
مفهوم,mef8om,مفهوم,understandable
ماواضحش,mawad7ch,غير واضح,ambiguous
ماواضحش,mawade7ch,غير واضح,ambiguous
ممكنة,momkina,ممكنة,feasible
ماڭادّش,magaddch,ماڭادّش,incapable
ماقادرش,ma9aderch,ماقادرش,incapable
ماقادرش,ma9adrch,ماقادرش,incapable
كوميك,komik,مضحك,comic
مضحك,mod7ik,مضحك,comic
كوميدي,komidi,كوميدي,comic
ستعماري,sti3mari,استعماري,colonial
ستعماري,sti3maai,استعماري,colonial
منعازل,mn3azl,منعزل,solitary
منعازل,mon3azel,منعزل,solitary
منعازل,men3azel,منعزل,solitary
عبتي,3abati,عبثي,vain
مضرّ,modirr,مضرّ,harmful
مضرّ,modir,مضرّ,harmful
غامض,ghamd,غامض,obscure
شياطة,chyata,فائض,surplus
كايتلصّق,kaytlss9,لزج,sticky
كايتلصّق,kaytlsse9,لزج,sticky
كايتلصّق,kayetelss9,لزج,sticky
كايتلصّق,kayatlsse9,لزج,sticky
خفيف,5fif,خفيف,swift
خفيف,khfif,خفيف,swift
سريع,sri3,سريع,swift
سريع,sari3,سريع,swift
مصغّرة,mosghghara,مصغّرة,miniature
مصغّرة,mosghara,مصغّرة,miniature
مصغّرة,mosaghara,مصغّرة,miniature
ماشي طبيعي,machi tabi3i, غير طبيعي,abnormal
عرفي,3orfi,عرفي,customary
كايضرّ,kayder,مضرّ,sore
كايضرّ,kaydr,مضرّ,sore
مشعّ,mochi3,مشعّ,radioactive
كايقتل,kay9tel,كايقتل,deadly
كايقتل,kay9tl,كايقتل,deadly
كايقتل,kay9tal,كايقتل,deadly
كايقتل,kaya9tel,كايقتل,deadly
كايقتل,kaye9tl,كايقتل,deadly
كايقتل,kaya9tal,كايقتل,deadly
مقبول,m9boul,مقبول,plausible
مقبول,m9bol,مقبول,plausible
مقبول,ma9boul,مقبول,plausible
مقبول,ma9bol,مقبول,plausible
قابل,9aabil,قابل,prone
قابل,9abil,قابل,prone
جتماعي,jtima3i,اجتماعي,sociological
جتماعي,jtimaa3i,اجتماعي,sociological
ماڭادّش,magaddch,عاجز,helpless
رادّ لبال,radd lbal,رادّ لبال,wary
مامعروفش,mam3rofch,مامعروفش,unfamiliar
مامعروفش,mama3rofch,مامعروفش,unfamiliar
جراحي,jira7i,جراحي,surgical
جراحي,jiraa7i,جراحي,surgical
معاون,mo3awin,معاون,supportive
مؤنث,mo2nnat,مؤنث,feminine
مؤنث,mo2anat,مؤنث,feminine
كايفرشخ,kayfrchekh,مدمر,destructive
كايفرشخ,kayferchekh,مدمر,destructive
كايفرشخ,kayfrchkh,مدمر,destructive
كايفرشخ,kayfrche5,مدمر,destructive
كايفرشخ,kayferche5,مدمر,destructive
كايفرشخ,kayfrch5,مدمر,destructive
كيوالو,kiwalo,تافه,petty
تنائي,tonaa2i,ثنائي,bilateral
تنائي,tona2i,ثنائي,bilateral
باغي,baghi,محتمل,would-be
ناتج,naatj,ناتج,consequent
ناتج,naatej,ناتج,consequent
قوي,9wi,قوي,potent
واعر,wa3r,قوي,potent
واعر,wa3er,قوي,potent
واعر,wa3ar,قوي,potent
صحيح,S7i7,صحيح,potent
فاسد,fasd,فاسد,rotten
فاسد,faasd,فاسد,rotten
فاسد,fased,فاسد,rotten
فاسد,faased,فاسد,rotten
معفون,m3foun,فاسد,rotten
معفون,m3fon,فاسد,rotten
معفون,ma3foun,فاسد,rotten
معفون,ma3fon,فاسد,rotten
واقعي,waa9i3i,واقعي,factual
واقعي,wa9i3i,واقعي,factual
واقعي,waqi3i,واقعي,factual
عملي,3amali,عملي,pragmatic
پراڭماتي,pragmati,براغماتي,pragmatic
غير مرضي,ghayr mordi,غير مرضي,unsatisfactory
وقت جزئي,w9t joz2i,وقت جزئي,part-time
وقت جزئي,wa9t joz2i,وقت جزئي,part-time
مهني,mi8ani,مهني,occupational
مرن,marin,مرن,flexible
مشهور,mch8or,مشهور,prominent
مشهور,mach8or,مشهور,prominent
معارض,m3aard,معارض,reluctant
معارض,m3ard,معارض,reluctant
معارض,mo3aarid,معارض,reluctant
معارض,mo3arid,معارض,reluctant
مجرّد,mojrrad,مجرّد,abstract
مجرّد,mojarrad,مجرّد,abstract
لائق,laa2i9,لائق,decent
لائق,laa2iq,لائق,decent
جاي,jjay,قادم,forthcoming
جاي,jay,قادم,forthcoming
منحادر,mn7adr,منحادر,steep
منحادر,man7adr,منحادر,steep
منحادر,man7ader,منحادر,steep
كايتطبّق,kayttbbe9,قابل للتطبيق,applicable
كايتطبّق,kayttebbe9,قابل للتطبيق,applicable
كسول,kasoul,كسول,passive
كسول,kasol,كسول,passive
قبيح,9bi7,قبيح,grim
شهب,ch8eb,شقراء,blond
شهب,ch8b,شقراء,blond
شهب,chheb,شقراء,blond
شهب,chhb,شقراء,blond
دروكا,droka,وشيك,imminent
دروكا,drok,وشيك,imminent
دروكا,dorka,وشيك,imminent
دروكا,dork,وشيك,imminent
ضعيف,d3if,ضعيف,vulnerable
موبرزيط,mobrzit,مشاكس,rowdy
فرّاع,frra3,ثرثار,talkative
فرّاع,farra3,ثرثار,talkative
هضار,hdar,ثرثار,talkative
مزوّر,mozwwir,مزوّر,falsifier
مزوّر,mozawir,مزوّر,falsifier
موهجّيج,mo8jjij,صاخب,rowdy
موهجّيج,mo8jij,صاخب,rowdy
موعنفيج,mo3nfij,صاخب,rowdy
مسبيطر,msbitr,مجنون,crazy
حمق,hmaq,مجنون,crazy
حمق,hma9,مجنون,crazy
محشّش,m7chchech,مخدر,drugged
