Darija (Arabic),English
دياالي غيير كاانضحك معاااك ... ماال قشاابتك ديقة ... آنااا غانجيبوولييك گااااع كاادو معااايااا مديحة,"""I was just joking with you... Why are you so upset? I'll bring you a gift with me, Madihat."""
: بصح بصح آبنتي؟؟ ايييه آبنتي يستاااهلك صرااحة ... غانديرو العرس هنااا عندااك يقوولك فتركيااا,": Really, really my daughter?? Yes, my daughter, he truly deserves you... We will have the wedding here, don't let him tell you in Turkey."
ليلى : هههههه ريمان : 😒 حبيبتي راااه مزوج بفهرية مديحة : وشنوو فيها؟؟ يديييك,"Leila: Hahaha  
Riman: 😒  
My dear, he's married to Fahriya.  
Madiha: So what?? Take him!"
ضرة ماالهم ماعندهومش التعدد ريمان : هي تاا باا خالد يتزوج علييك 😏 مديحة :,Co-wife
الله يمسخك ايلا داارهاا نقتلو ونقتلها ريمان : ايوا تاا هي غااتقتلني الواليدة تبغي بنت,"""May God disgrace you if he does it, we’ll kill him and kill her.""  
Riman: ""Well, she’ll kill me too. Mom wants a daughter."""
الضيع😢 ... دابا خليينا من هادشي رغبي بابا بليييز باش يخليني نمشي للتركيا مديح :,"Lost 😢 ... Now, let's leave this aside, please convince my dad to let me go to Turkey."
امممم حيدي من قداامي تايجي ونهضر معاه طاارت ريمان كتبووسهااا تاابغاات تخنقهااا ) طلقي مني,"Hmm, move away from me, he’ll come, and I’ll talk to him. Riman flew, kissing her, wanting to choke her. ""Let go of me."""
يا هاد عيشة بواسة ولا ندير بناقص ريمان : طلقاات منهااا ) صافي صافي اوووف,"Oh, forget it!"
عندكم نقص فرومانسية😤 ضاارت فرحااانة .... لقاات ليلى معبسة وكااتخنزر ريمان : ييخخخ تفووووو مااتخلييو,"""You lack romance 😤 Farhana was happy... she found Leila frowning and glaring at Riman: Ughhh, yuck, don't let it!"""
حد يفرح برااحتوو ... ماالك عااقدة عليياا ل11 شكااين؟؟ماتصبحي ماتمسي ليلى : تركياا دقة وحدة,"Someone rejoices in their comfort... Why are you so fixated on me with 11 complaints?? Good morning, good evening, Layla: Turkey all at once."
آبنت الحرااام وانا آخر من يعلم ... واهادي كدبة مطرزة مزوقة قوليلي الصراحة فين غاتمشي,"Daughter of dishonor, and I'm the last to know... This is an embellished, decorated lie—tell me the truth, where are you going?"
! ! وكاتشووف فريماان بعنين شبه مغمدين ... شي لي خلا ريمان توتر وتخرج الصنطيحة,"""And she was looking dreamily with half-closed eyes... which made Riman nervous and act boldly."""
ريمان : دااباا رديتيني كدااابة ولا شنوو ! ! اش غااتخبي گااااع علييك ... وثاانياااا,Riman: So now you're calling me a liar or what?! What would I even hide from you... And secondly...
يلاه تانا وصلاتني الخبار ديال الرحلة لبارح ليلى : واخاااا تيقنااك ... وااديني معاااك ختك,"I just got the news about yesterday's trip, Leila: Alright, I trust you... Take me with you, sister."
الصغييرة غاانتعلم والله ماانديير الصداااع احمباك😔 ريمان : حاازق لييك لا ! ! .. منين,"The little one: ""I will learn, I swear I won't cause trouble, I love you 😔.""  
Riman: ""You're annoying! No!! ... From where?"""
كنت نرغبك دوزي مؤطرين گاالسة علييااا لا حقاا صدااع الراااس .. ودابا جااياا تصدعيلي مخي,I wanted you to pass calmly without bothering me... and now you're coming to give me a headache.
... سيييري تكممشي وكبي على كرشك الماا😋 دخل كريم منين سمع تركيااا بحاال التسونامي ...,"... Go mind your business and drink water 😋 Karim came in as soon as he heard ""Turkey,"" like a tsunami ..."
ضرب الباب برجليييه وعااااقد غبااشتووو كريم : وااش بصح آريمان غاتمشي لتركياا ! 😡 غيير,"He kicked the door with his feet, furious: ""Is it true, Ayman, that you're going to Turkey?!"" 😡"
كاايقولها ريماان كااتعرفوو مقلق منهااا ... حيت ديما كاايقوولهاا ريمو ريمان : كغيمي مقلق مني,"He always says it, Riman, you know he's upset with her... because he always tells her, ""Rimo, Riman: I'm upset with you."""
... أجي نهضرو راجل للراجل دخل ... ) دخل عندهاا كاايضرب رجليه مع الارض ...,"... Come, let's talk man to man, he entered ... ) He entered stomping his feet on the ground ..."
گلساتوو فحجرهاا واخا تقيييل .. أماا ليلى بقاات غيير كاتشووف فيهم وكاتبتاسم ... كريم كاايعجبهااا,"She held it in her lap even though it was heavy... As for Leila, she just kept looking at them and smiling... She likes Karim."
ولكن بحال خووهاا صغير ماتفعمووش غلط ريمان : صااااحبي غاانمشي ونجييب ليييك تيليفوون وپيسي بحااال,"But like her little brother, don't misunderstand. Riman: My friend, I'll go and bring you a phone and a computer like this."
ديااالي فالزرق ... اه ونسلم ليك على شمس لي فسامحيني😉😉عاارفة كااتعجبك العفيريييت كريم : لاااا,"""Mine in blue... yeah, and I send regards to Shams in 'Samihini' 😉😉 I know you like the mischievous ones, Karim: Nooo."""
جيبيلي غيير طيليفوون آيفون8 وبيسي آبل گري صااااافي ريمان : احم احم لا لا غيير,"Just bring me an iPhone 8 and a gray Apple PC, that's it."
زيييد شي حااجة خرى آجي ماانجيبش لييك ديك التلفازة بصماات ... كريم : بصصصح تكووون,"Add something else. Should I not bring you that fingerprint TV?  
Kareem: Okay, but make sure it works."
عندهم زعمااا ! ! اه جيبيهالي ومعااهااا الويفي الراائد هاداك الويفي لي كااايطير قاالك ف60,"They have it, really! Yes, bring it to me along with that top-notch Wi-Fi, the one that's super fast, they say at 60."
ثانية يطيليشاارجي 50 فيلم فدقة وحدة ريمان : انااا لي غاانعطي لخوويا شي دقة مااينووضش,Riman: I'm the one who will hit my brother so hard he won't get up.
منهااا😤واااش بنتلك غيير نهبط من الطيارة غانلقاا لفلوووس ... بغيناا نكبروو بييك زعماااا ولكن لي,"Did you think I’d just get off the plane and find money... We wanted to grow with you, but..."
برهوووش غاايبقا دييماا برهووش ... نووض تگعد خلي موووك بلا تيليفووون ويضحكو عليك صحاابك كريم,"A troublemaker will always be a troublemaker... Get up, sit down, leave your mom without a phone, and your friends will laugh at you, Karim."
: وااصاافي آريمو جيبيلي غيير آيفون7 وبيسي كبييير بزاااف ريمان : 😤😤😤غااتخرجلي مخي سيير بحااالك,"That's it, Arimo, just get me an iPhone 7 and a really big PC. Riman: 😤😤😤 You're driving me crazy, go away!"
... بقااا كاايطلب فييهاا باش تجيبليه آيفوون تاا واافقااات .... نقز علييهاا باسهاااا ومشا لبيتو,"... He kept asking her to get him an iPhone until she agreed ... He jumped on her, insulted her, and went to his room."
كاايشطح وفرحااان ... ريمان : شنو بغيتي نجيبلك معاايااا؟؟؟؟ ليلى : وااااالو غيير شي تركي,"Dancing and happy...  
Riman: What do you want me to bring you?  
Leila: Nothing, just something Turkish."
بوگوووص عينيه زوورق وشعرووو زعر وعندوو حفيرات الزين😊😊 ريمان : شدااات فراااسهاا بجوج ييدين. ),"Bougwous: His eyes are shiny, his hair is blond, and he has dimples of beauty.  
Riman: She held her head with both hands."
... وااااك وااك الحق غااااتحمقووووني وااحق الله ... ماابقييتش غااداااا انااا گااااع تففف ترييكة القنب,"... You’re driving me crazy, I swear to God ... I can’t take it anymore, all of you, the whole group!"
يخ يخ لي يكبر بيكم خاصو عقل بقاات ليلى كااضحك علييهااا لبسات حوايجها ومشاو للكلوب,"Yikes! Whoever grows up with you should be wise. Layla kept laughing at her, got dressed, and they went to the club."
طلاقاو أصدقاءهم تناك دوزات نهار زوين ضحكات وفوجات على قلبها ... مابقاتش كتمشي للمنظمة خااصهاا,"They broke up, and her friends helped her spend a nice day full of laughter and joy... She no longer goes to the organization."
طااقة من نوع آخر ... هااد الطااقة هي العائلة .. دوزات الأيام لي بقاولها معاهم,A different kind of energy... this energy is family... she spent the remaining days with them.
وكتمشي مرة مرة عند خالد كاتعاونو فالمحل وكتستافد من نصائح ديالو حيت هو شخص مثقف,And she occasionally goes to Khalid to help him in the shop and benefit from his advice because he is a cultured person.
بزااف ورزين .. وكتعاون ماماها فالكوزينة وكتخرج كريم وليلى يدورو ويتساراو ... حيت مااعرفااتش شنوو,A lot and responsible... and she helps her mom in the kitchen and goes out with Karim and Leila to stroll and wander... because she doesn't know what...
كاايتسنااهاا فبلاد بني صهيون ... ماعرفاش واش غاتولي ولا لا دااكشي بااش بغاات تعييش هاد,"He is waiting for her in the land of Zion ... not knowing if she will return or not, for the life she wants to live."
الأيام القلال لي بقاولهاا وصط عائلتها ... وقليل فااش كاايتاصل بيهاا أحمد بااش يسول فيهااا,The few days she spent with her family... and Ahmed rarely called to check on her.
.. ويفكرها بالخطط لي دايرين وستاغلت الوقت الفراغ باش تراجع العبرية لي كانت دايرة السونط,".. and reminds her of the plans they made, and she took advantage of her free time to review Hebrew, which she had started learning."
فيهاا فداك الشهر ... لي سهل عليها هي أنها ماغاتهضرش بيها يعني خاصها غير تفهمها,"In that month ... what made it easier for her is that she wouldn't have to speak it, she just needed to understand it."
بحكم النطق ديالها صعيب أصبحنا بإذن الرحمان جااا اليووم المحسووم .. ليوم غاتبدا مهمتهاا ناااضت,"Due to its difficult pronunciation, we have, by the grace of the Merciful, reached the decisive day... Today her mission will begin... She rose."
بكري دوشااات وصلات صلاتهاا ودعات الله يعااونهااا وايلا كاان شي نقص من جيهتهاا يغفرو ليهاا,"Earlier, she performed ablution, prayed, and asked God to help her, and if there were any shortcomings on her part, may He forgive her."
... مااعرفااتش وااش غاتلقى الفرصة تصلي فديك البلاد ولا لا ... لبسات سروال دالعسكر سليم,"""... She didn't know if she would get the chance to pray in that country or not ... She wore a military uniform neatly."""
وسوفيطماا فصومو ومن فوقها قبية دالعسكر مع بروطكان كحل ... وشعرهاا جمعاتو كعكة ونظاظر ...,A beret of the military with a black brooch... and her hair tied in a bun with glasses...
جمعاات حواايجهاا كووولهم فطرو فجو كئيب كوولشي بغااا يبكي حيت هي من النوع النشط ولي,"She packed all her things, they had breakfast in a gloomy atmosphere, everyone wanted to cry because she is the active type who..."
كاايفرض راسو فينما كان ... وهوومااا مولفينهاا بزااف معاهم جاتهم الدار نااقصة بلا بيهاا ..,"He imposes himself everywhere... and they are very used to it; for them, the house felt incomplete without her."
تاجهو كاملين للمطار تا ليلى مشات معاهم .. بدات مديحة كااتوصي وتعاود مديحة : شووفي,"They all headed to the airport, even Layla went with them.. Madiha started giving instructions and repeating: ""Look..."""
آبنتي شي ورااق بسطيلة داايراهم ليك غيير توصلي ديريهم فالفريگوو عاارفة عزيز علييك الفلفلة درت,"My daughter, I made you some bastila sheets; once you arrive, just put them in the fridge. I know you love bell peppers, so I added them."
ليك بزاايد ... والعسل الحر ديريه مع االما داافي وشربيه على الريق وشي تكتوكة فواحد,"You deserve more... Mix pure honey with warm water and drink it on an empty stomach, and a small snack on the side."
الطويسة وووووو .... ريمان : مااشياا للتلت الخاالي😑 راه تركيا مافيهاش المجاعة آماما مديحة :,"The cup...  
Riman: Not going to the empty third 😑 Turkey doesn't have famine, Mama Madiha."
وكاان غا درتي بناااقص آبنييتي مااسااخياش بيييك ... وقلبي ماامطمأنش ريمان : بفف ماما حبيبتي,"""If you were going to do less, my dear, I wouldn't trust you... and my heart wouldn't be at ease, Riman: Ugh, Mama, my love."""
نعلي الشيطان غير وساويسو هادو راكي عارفاني فرّان وقاد بتركيا😁 بقااو هاكداك واحد يصبر لاخر,"I curse the devil, it's just his whispers. You know me, I'm tough and capable in Turkey 😁 Stay like this, one should be patient with the other."
... أماا ريمان عالم بيها غيير الله ... ولكن حب السلام والحس الإنسااني غلب على,"... But only God knows about Riman ... However, the love of peace and human sensitivity prevailed."
الحب والحنان وعلى دفئ الأسري ... صبرات راسها بللي غاترجع ان شاء الله الخير ديما,"Love and affection, and the warmth of family... She convinced herself that goodness will always return, God willing."
رابح عيطاات الطاائرة ديال تركيااا ... وبااش يبينوو بللي كوولشي هو هدااك جاابو دراري وبنات,"Rabeh called the Turkish plane... and to show that everything is fine, they brought boys and girls."
من المنظمة ... هازين ساكادويات و جارين ڤاليزاتهم بااش يمثلوو دور نااس لي غايديروو الرحلة,From the organization ... carrying backpacks and dragging their suitcases to play the role of people going on a trip.
وهاككا عائلتها ترتاح من جيهتها ... وماتشك فوالو تسيفطاات مع الجميع مديحة هبطولها الدمووع وقلبها,"And this way, her family feels at ease about her... and suspects nothing. She sent messages to everyone, and Madiha's tears fell, her heart heavy."
تزير عليها وحسات بلي جامي ترجع تشوف بنتها ... آمااا كريم غيير مكمش ولاوي شنافتو,"She tightened her grip and felt that she would never see her daughter again... As for Karim, he just stayed silent and pursed his lips."
للأرض ... وريمان عالم بيها غير الله ولكن طبعاا مابينات والو ... وطبعها المرح هو,"The earth... and only God truly knows about it, but of course, nothing is clear... and its nature is joy."
لي ريحهم نسبياا .. وتا ليلى كانت كل شوية وتوصيها تجيبلها تركي معاها فتالي بكات,"To calm them down relatively... and even Leila kept asking her every now and then to bring her Turki with her, and in the end, she cried."
وعنقاتها نااضوو ولاد المنظمة غااديين للجيهة الاستقبال دارو راسهم داييزين غيير مشات عائلتهاا رجعوو منين,"She hugged her, then the organization's members got up and headed to the reception area, pretending to pass by, and once her family left, they returned."
جاااو .... وخرجو من المطااار ... ومشاات فيين كاتسنااهاا الطمووبيل لي غاتقلع بيهااا ... ولا,They came... and left the airport... and she went to where the car waiting to take her was... or not?
نقدرو نقولو رونو ... عاامر بالصنادق لي داييرين فيهم الأسلحة ومن فووق مطييشة باش يغطيو,"We can say a Renault... full of boxes containing weapons, covered with tomatoes on top to hide them."
ريمان : اويييلي شهااادشي ! ! 😳 نقل الأمواات هاادااا ... وااش بااغيين تحمقووني نتوومااا,"Riman: Oh my goodness, what is this! 😳 This is an ambulance... Are you all trying to drive me crazy?"
ولا شنووو .. كنت كانظن على الأقل شي بوگااتي كبييييرة 😐 ماهر : كون عندنا,Or what... I thought at least a big Bugatti 😐 Maher: If we had.
باااش نشريو بوگااتي ياا الكلاخ كووون كريينا جاكي شان يدير لينا المهمة وهنينا راسنااا من,"To buy a Bugatti, you fool, we should have hired Jackie Chan to do the job and saved ourselves the trouble."
فهاامتك الخاوية😒 آحمد : هااكداا بااش ماايعيقووش بيكم أريهام ريمان : ريمان آشاف 😤😤 اللهم,"Your empty understanding 😒  
Ahmed: This way so they don't notice you.  
Riham Riman: Riman saw 😤😤  
Oh God."
طولك ياا روووح ... نتوومااا غاتقتلوووني غااا فااطريييق ويااكلووني نسوورة😧 جاات تركب وهي تشووف كلب,"""Your height, oh soul... You all are going to kill me on the road, and vultures will eat me 😧 She got in while looking at a dog."""
دوڤيرمااان .. رجعاات لووور ... عندهاا فووبيا من الحيوانات منين كااانت صغييرة ... القط هو,Trauma... went back... she has a phobia of animals since she was little... the cat is...
اللخر كااتخااف منوو ... هاادي الحااجة الوحيييدة لي كااتردع ريمان ريمان : 😳😳😳واااااع كلللب كلللببب,"The end scares him... This is the only thing that holds Riman back.  
Riman: 😳😳😳 Wow, dog, dog!"
كلب😱 .. حيدوووه حيدوووووووه واااااع حيدوووه ماهر : هاداك باش ايلا وقعات شي حااجة يحميكم,"Dog 😱 .. Remove it, remove it, waaaah remove it! Maher: That's so that if something happens, it protects you."
... شووفي شحااال كيووووت ههه ريمان : غااتحيدوو ولا نحيد لمك سنااانك 😤 .... والله,"... Look how cute hahaha. Riman: Will you stop, or should I knock your teeth out? 😤 ... I swear."
ومشاا هو لا زدت خطوة وحدة .. حيدوو علييااا هاااد الجلطيط ماهر : اي هاي,"""And he left, I didn't take one more step... Take this stress off me, Maher: Yeah, okay."""
هاادي هي لي غاتحرر لييناا القدس كااتخااف من جرووو😏 ريمان : يخ تفف والله لا,"This is what will liberate Jerusalem, scared of a puppy 😏 Riman: Ew, gross, no way."
مشيت ايلا مشا هو ... ياااجلاخة نتاا لي جبتيه عاارفاك أحمد : حيدوووه راااني علمتكم,"I went if he went... You fool, you're the one who brought it, I know you, Ahmed: Remove it, I already told you."
.. رااااسهااا قاااصح طوووبية ... وكااتخااف من لي زانيمو ... على الله غيير تحمر ليينااا,"""She’s stubborn like a brick... and she’s afraid of animals... hopefully, she won’t embarrass us."""
وجهنااا ... سمعي آريهاام ااحم ريمان آه حقاا ولات سميتك ماياا .. العدووو ماايبغييش خطأ,"Our face... Listen, show them... Oh really, your name became Maya... The enemy doesn't like mistakes."
بسيط ديري داااكشي لي دربتي عليه ... وسدي فمك هاااني وصييتك شدي فممممك مزياااان ...,"Simple, just do what you were told... and keep quiet, I advised you to keep your mouth shut well..."
أنااا حاااااس بللي هو لي غايجيبناا خلا داار بوونااا😐 ريمان : مااتخاافش آشاااف ... كووون,"I feel like he's the one who's going to ruin everything for us.  
Riman: Don't worry, Ashaf... Be strong."
هااااني يااك نتا لي كنتي قلتيلي تفاءلوا بالخير تجدوه ... حيداات لافيسط ديالها ومدات ليهم,"Here I am! Weren't you the one who told me, ""Be optimistic and you'll find good""? ... She removed her Facebook and ignored them."
دراعهاا ... دگو ليها شووكة ديال GPS ... كاتكوون تحت الجلد مااكتباانش ... بصح كااتخلي,Her arm... they say it's a GPS chip... it's under the skin and invisible... but it allows...
لاطغااس حييت الشوكة غلييضة ... وغيير لي مدوز المخبارات لي يقدر يعرفهااا ( معلومة صحيحة,"""Latghaas because the thorn is thick... only someone with intelligence can understand it (true information)."""
ترد للراسها الباال ... تا ماهر سلم علييهااا وگاااع لي خداامين معااهااا ... كاايغوتوو معوليين,"She regains her composure... Even Maher greeted her and everyone working with her... They're all shouting, determined."
عليييك آريمان القدس بيين يدييك عااد كااتزيييييد عزيييمة وإصرااار باااش تعطي لي عندهااا وكتر ...,"Oh Riman, Jerusalem is in your hands, and it only increases determination and persistence to give all it has and more..."
تاا خرجوو الكلب عاااد ركبااات ... غاايمشيو على جنوب أفريقياا ... موريطانيا ماالي النيجر تشاد,"They only left after the dog got out... They will head to South Africa... Mauritania, Mali, Niger, Chad."
سودان لبنان سوريا بااش دوز الاسلحة ... عاااد دخل لإسرائل ... توكلات على الله وركبااات,"Sudan, Lebanon, Syria to smuggle weapons... then entered Israel... relied on God and proceeded."
... كاان ساائق واحد من المنظمة غاايوصلها للبنان هو غايكمل للفليسطين وهي غاتمشي لإيسرائل ...,"... A driver from the organization was going to take her to Lebanon, he would continue to Palestine, and she would go to Israel ..."
داازو على الصحرة المغربية .. كااان الصهد والشمس كاااتحرق ... خرجوو من المغرب حتى ظلام,They crossed the Moroccan desert... it was scorching heat and the sun was burning... they left Morocco at night.
الحال وصلوو للموريطانياا عطااو الفلووس فالحدود وداازوو للمالي بااتو فيها فأوطيل صبح الصبح فاقو فطرو,"They reached Mauritania, paid money at the border, crossed into Mali, stayed in a hotel, and in the morning, they woke up and had breakfast."
غير بالبيض حيت هو لي كايعرفو فدوك المأكولات العجيبة ... وشدو الطريق للنيجر ريمااان مااقدرااتش,"Just with eggs because that's what they know in those strange dishes... and they headed to Niger, Riman couldn't handle it."
تصبر بالرواايح العطرة ريمان : اووووووف الموووت دالصهد وهاااد نقل الأموااات كااتمخد فييياااا وريييحة العرق,"Riman: Ugh, the unbearable heat and this transport of the dead is suffocating me with the smell of sweat."
كتكفخ وزييدني تاا ريحة بخوورك فالهم تف تف يخخخ حسين : هههه بغيتيني نتفرگع ريمان,"You're beating me up and adding the smell of your incense to my worries, pfft pfft ugh. Hussein: Hahaha, you want me to explode, Riman."
: لا نتفرگع أنااا نييييت 😒 شد ليمن ديالك خوي كرشك فشي قنت وااجي ايلا,"Don't explode, bro. Stick to your lane, take your belly to a corner, and come if you want."
بقيتي هاككا هناااا دييرهاااا يخخخخ ... وكتعوج فمهاااا بتقززز وقفووو جنب الطريق هبطوو بجوووج هي,"You stayed like this here, doing that... and she twisted her mouth in disgust. Stop by the road, both of them got out."
بقااات حداا طوموبيل ... وهو مشاا لموور الشجر ... شوية لمحاات ريمان طوموبيل ديال البولييس,She stayed near the car... and he went behind the trees... then Riman noticed a police car.
.... اوماات لحسين بعينيها يبقى فبلاصتو ... وصلوو حدااها وقفوو هبطووو من طموبيل 2رجال وااحد,"... The moment Lahcen's mother looked at him, he froze in place ... They reached near her, stopped, and two men got out of the car, one of them..."
فيهم رابط سلووگي وجاارو ... عطااتهم الباسبوور ديالها وبقاي يسولووهااا بالفرونسي ... وهي كااتشووف فالسلووگي,"""They have a Saluki connection and their neighbor... she gave them her passport, and they kept questioning her in French... while she was looking at the Saluki."""
لايمشي يقرب منها .. قالت ليهم بللي كاتستورد مطيشة من المغرب قالها تحل الكوفر يقلبو,"He shouldn't go near her... She told them that she imports tomatoes from Morocco, so they told her to open the trunk for inspection."
صنادق ... واافقااات حييت ايلا رفضااات غااايشكوو فييهااا .... قلبهااا بدااا يضرب تفكرااات المنظمة لي,"Boxes ... agreements because if she refused, they would suspect her ... her heart started pounding as she remembered the organization that..."
معولة عليهاا ... عاائلتهااا ايلا سمعو بلي وقعاتليها شي حاحة الله يحفض .. ايلا مااخدمش,"Relying on her... Her family, if they hear that something happened to her, God forbid... if I don't work."
عقلهاا فهااد الثوااني القليلة لي عندهااا ... يااا تموووت يااا دوز يماتهااا فالحباساات ... قلبهااا,Her mind in these few seconds she has... either she dies or spends her days in prison... her heart.
كيضرب بجااااهد العرق هاابط ليهااا على جبهتهااا ... وااش من الصهد ولا من الخووف لي,Sweat was pouring down her forehead... Was it from the heat or fear?
تملكهااا ... زاادو قداامهاا داارت إشارة لحسين بيديها وهو فهمهاا طااااايرة .... جاي كاايتسلت وحااني,"She owns it... they moved forward, she gestured to Hussein with her hands, and he understood... flying... coming, exhausted and bent over."
رااسو للتحت ... هي حلات ليهم الباب ديمارات رووونووو وزاادت .... خلااات غيير الغبرة موراااهاا,"His head down... she opened the door for them, started the car, revved it up, and sped off... leaving only dust behind her."
. آما ريماان تعلقاات فالباب ... وكااتشووفهم بعدووو علييهم ... ركبو دوك البوليس فالسطاافيط وهووماا,"As for Rima, they were hanging out at the door... and she saw them moving away from them... those police officers put them in the van."
تالفييين ماااكانوووش متوقعيينهااا .. تبعووهم لكن حسين خطيير فالسوگاان ... بقاا يدخل من طريق للطريق,"""The pursuers didn't expect it... they followed them, but Hussein is skilled at driving... he kept switching from one road to another."""
تاا تلفلهم على القبلة .. وحييت دااير مابس فطيليفونو گااع الطرقان عرفهم ... وقف ورجعات,"He got confused about the direction of the Qibla... and he opened maps on his phone, knowing all the streets... then he stopped and turned back."
ريمان لبلاصتهاا ... بعدماا رجعات ليها الروح وتنفسات الصعداء .. رجعو شدو الطريق يخرجو من,Riman returned to her place... after regaining her spirit and breathing a sigh of relief... they resumed their journey to leave.
ماالي .. كاانت لعشية وصلات فالحدود شافتهم دايرين حراسة مشددة لي دازت شي طوموبيل كبيرة,"Maali... In the evening, she arrived at the border and saw them enforcing tight security as a large car passed by."
كاايقلبووها بااكلاب ... عرفااتهم كاايقليو عليهم ... ريمان : شتي حزاقك فيين وصلنااا😒 ... نووود,"""They're searching with dogs... they found them and are chasing them... Riman: See where your recklessness got us 😒... Get up."""
تگعد خليني نسووگ حسين : عنداااك ديري لناا شي موصيبة ريمان : 😤وااش مازااال شي,"Hussein: Sit down, let me drive.  
Riman: 😤 Are you still saying something?"
موصييبة كتر من هااادي آرااس الطاارووو😐بففف شووف غا البدية معكسة يعلم الله فااش نوصل لإسرائل,"A disaster worse than this, oh my head! 😐 Pff, look, it's already starting off badly; only God knows what will happen when we reach Israel."
تباادلووو لبلايص ... دعاات الله فسرهااا باااش يخرجهم من الورطة على خيير ... وصلوو حدااهم,They exchanged places... She prayed to God in secret to get them out of trouble safely... They reached near them.
وكييماا توقعااات أشاارو ليها بااش تشد ليمن ديالهاا ... ايلا شدات ليمن غاتمشي لعوكااشة دياليهم,"And as expected, they pointed out for her to take her right... if she takes the right, she’ll end up in their Oukacha."
نيشااان ... هاادشي ايلا خلاوهااا حية ... عندها خياار واااحد ريمان : بسم الله توكلت,"Straightforward ... If they let her live ... she has only one option: Riman. ""In the name of God, I rely [on Him]."""
على الله ... آآآآلحاااافظ الله بركاات على الكسيراطوور بكل جهدهااا ... تاااا نوداات علييهم الغبرة,"Relying on God... Protector, blessings upon the excavator for all its efforts... it even raised dust on them."
... مشاو تقريبا 50متر حسوو بشي حااجة تفرگعااات .. كاانت رويضة لي تدرباات بالرصااص دواحد,... They walked about 50 meters and felt something explode... It was a tire that got shot.
من البوليس ... ريماااان : شييييت واات ذفاااك .. هااادشي لي كااان نااقص ... قلبلي,From the police... Really?! What the heck... This is all we needed... Search me.
على لبلايص الشعبية والخااوية آحسين تبعوهم ولكن هي بقاات دخل من الدروبة الديقيين ومع طااح,"To the popular and empty places, they followed them, but she kept going through the narrow alleys and fell."
الظلام ... وكتمشي الأحياء الشعبية تاا دوخاااتهم ... ووقفات الرونو فبلاصة مخبعة شوية ... العرق,"Darkness... and wandering through the popular neighborhoods, dizzying them... and the car stopped in a slightly hidden spot... sweat."
هابط ليهاا على جبهتاا وكااتنهش .... حسين : شنووو غانديروو داباا ! زوج دول كاايقلبو,"""She's coming down on her forehead and biting... Hussein: What are we going to do now! Two countries are searching."""
عليينااا أكييد مااغادي يرتااحوو تاا يشدوونااا ريمان : وتصور السبب شناااهو😑 ... غااندخل لأخطر المجرمين,"They definitely won’t rest until they catch us.  
Riman: And guess what the reason is... 😑  
I’m about to join the most dangerous criminals."
ونولي روشيرشي بسبب حزاق😒 ... وهاادشي غيير الريييح لوكاان كاانت الضريبة حاشااك كوون بني صهيوون,"""And I become wanted just for being curious 😒 ... and this is just talk, if it were a tax, God forbid, it would be Zionists."""
هي لي جاات عدنااا يخ يخ غاااطرطقووو فييااا شي عرق عااااد توصلوووني للإسرائل ... جبدات,"She’s the one who came to us... Ugh, I’m about to lose it before you even take me to Israel... She brought it up."
طيليفون لاسيلكي الخاص بالمنظمة ... وهي كتمتم ... ريمان : تففف قاالك نمشيييو غيير على,"The organization's wireless phone ... and she's mumbling ... Riman: Pff, he said we should just go."
الأرض ماايشدناا حددد .. وهااد سراااق الزيييت من الحجم الكبيير تاابعناا بسلاحووو .. غيير حرمتووني,The ground can't hold us at all... and this big-time oil thief is chasing us with his weapon... you just deprived me.
من الطيارة يااا ولاد الطيييك بفففف زهري تااني كوز وحزق عليياااا😒هاااد نهار غيير ديااال الحزااق,"From the airplane, oh kids of trouble, pfff, my luck again, a jug and it spilled on me 😒 this day is just full of mishaps."
😤 حسين : برااكة من نگيير ونتي كي ممي حنّة😐 ريمان : سكت سكت يااا,"😤 Hussein: Stop nagging, you're just like my mom Hanna. 😐 Riman: Quiet, quiet, hey!"
الحزيزيييق ... خليني نفكر كي نديير نفكهاا مع سي حمد خداات نفس عميييق وعيطااات أحمد,Al-Hazeeziyeeq ... Let me think about how to solve it with Si Hamd. She took a deep breath and called Ahmed.
: ريهااااااام كناا غانعيطوو ليكم شنووو وقفتوو كديييروو فديييك الخربة ! ! ! ! ريمان,"Riham, we were going to call you, what are you doing in that ruin!"
: اه ياا رب كي ندير نقوولها لييك احم الشاااف حصلناااا أحمد : ااااااااااششششششنوووووو😳 اه,"Oh Lord, how do I tell you... Ahem, the chef caught us... Ahmed: Whaaaat?! 😳 Oh."
ياااا رب واااااش غات ... كيييفااش وقع هاادشي؟ ! ! ! الخطة كااانت هي هااديييك,"Oh Lord, how did this happen? The plan was exactly that!"
مااكانو غاايشكوو فوااالو ... ريمان : الشااف راااه الحزّاق احم غيير بغيت نقول وقفتاا نقضيو,"They weren't going to complain about anything...  
Riman: The boss is really strict, uh, I mean, I just wanted to say we stopped to finish up."
حاجتناا وشكوو فينا البوليس وهربناا بففف ... داباا خااصناا خطة خرى مااشي وقت الهضرة حيييت,"We needed to, the police suspected us, and we ran off... Now we need another plan, it's not the time to talk because..."
... ممم اححم حييت جووج دول كاايقلبوو عليينااا أحمد : ءءءءءءءششنوووو😳جوووج دوول دقة وحدة ...,"... Hmm, ahem, two people are looking for us...  
Ahmed: Whaaaat😳 two at once..."
